timestamp(ms),RCOU.C2,VELE.v_aoa,RCOU.C1,RCOU.C3,RCOU.C4,IMU[0].GyrX,IMU[0].GyrY,IMU[0].GyrZ,IMU[0].AccX,IMU[0].AccY,IMU[0].AccZ,ARSP.Airspeed,BARO.Alt,XKF1[1].Roll,XKF1[1].Pitch,XKF1[1].Yaw,VELE.v_ssa,BARO.Temp
872561.4273017601,1524,1.1898651123046875,1546,1612,1472,-0.4183163046836853,0.08125878125429153,0.2629454731941223,1.7910046577453613,-0.14654093980789185,-9.91843032836914,16.58709716796875,82.7312240600586,3.07,8.99,239.34,1.0607070922851562,33.77
872661.4273017601,1524,1.2206817865371704,1534,1612,1472,-0.3659012019634247,0.11546776443719864,0.19482730329036713,1.8391413688659668,0.21304753422737122,-8.830245018005371,16.583202362060547,83.0240478515625,0.86,9.63,240.91,1.0705764293670654,33.77
872761.4273017601,1524,1.0807479619979858,1533,1612,1478,0.04654484614729881,0.07978886365890503,0.18047663569450378,1.9533441066741943,0.01700560748577118,-11.80217170715332,17.25723648071289,82.94685363769531,0.99,10.04,241.81,0.9077315926551819,33.76
872861.4273017601,1524,1.0967605113983154,1516,1612,1486,0.1560865193605423,0.06842830777168274,0.07626081258058548,1.8674226999282837,0.5512741208076477,-11.640069007873535,17.441213607788086,83.45263671875,1.78,10.45,242.58,0.9000274538993835,33.77
872961.4273017601,1525,1.0869414806365967,1510,1612,1486,0.018849479034543037,0.08815273642539978,-0.0669359490275383,2.110544204711914,0.3904774487018585,-13.080493927001953,17.323945999145508,83.48990631103516,1.96,10.86,242.48,0.8574783205986023,33.76
873061.4273017601,1539,1.1927353143692017,1500,1612,1497,0.3066870868206024,-0.011613101698458195,-0.1626092940568924,1.77647864818573,0.3340648114681244,-11.08774185180664,17.84878921508789,83.8785629272461,3.46,11.06,241.52,0.8734908699989319,33.76
873161.4273017601,1536,1.0568801164627075,1500,1612,1499,0.3963233232498169,0.05669190734624863,-0.23385727405548096,1.7264734506607056,0.5120072960853577,-12.051408767700195,18.407424926757812,84.48284912109375,4.78,11.37,240.5,0.8717284798622131,33.76
873261.4273017601,1528,1.1991806030273438,1500,1612,1523,0.1792270541191101,0.070406973361969,-0.3243873715400696,1.5834128856658936,-0.16751979291439056,-11.520458221435547,18.605804443359375,84.47752380371094,6.2,12.06,238.45,1.0470107793807983,33.76
873361.4273017601,1547,1.2637847661972046,1500,1612,1572,-0.02026866376399994,0.10490620136260986,-0.36907073855400085,1.5507009029388428,0.19671094417572021,-9.779382705688477,18.56675910949707,84.83956146240234,6,12.66,236.9,0.9324554204940796,33.76
873461.4273017601,1559,1.2238036394119263,1500,1612,1686,-0.1708499789237976,0.1456727385520935,-0.5284007787704468,1.631641149520874,-0.3677402138710022,-10.416839599609375,18.044288635253906,84.92740631103516,4.39,13.92,233.61,1.0643326044082642,33.76
