timestamp(ms),RCOU.C2,VELE.v_aoa,RCOU.C1,RCOU.C3,RCOU.C4,IMU[0].GyrX,IMU[0].GyrY,IMU[0].GyrZ,IMU[0].AccX,IMU[0].AccY,IMU[0].AccZ,ARSP.Airspeed,BARO.Alt,XKF1[1].Roll,XKF1[1].Pitch,XKF1[1].Yaw,VELE.v_ssa,BARO.Temp
840729.6282121453,1551,1.1956558227539062,1514,1500,1497,-0.1336035132408142,0.1513960063457489,-0.10023539513349533,0.34821009635925293,-0.3991488218307495,-13.303598403930664,19.764619827270508,104.78092193603516,-13.67,5.48,243.55,1.0884017944335938,33.86
840829.6282121453,1544,1.2299468517303467,1507,1500,1497,-0.2493809014558792,0.09001904726028442,-0.11499811708927155,-0.046749766916036606,-1.0821393728256226,-13.219117164611816,20.19578742980957,105.01251983642578,-14.81,5.8,242.97,1.2539657354354858,33.86
840929.6282121453,1543,1.342840552330017,1502,1500,1497,-0.2596754729747772,0.08940707892179489,-0.02665822021663189,-0.07785747945308685,-0.3896051049232483,-10.677995681762695,19.755216598510742,105.62213134765625,-16.36,6.36,242.62,1.2402191162109375,33.86
841029.6282121453,1542,1.3853896856307983,1500,1500,1499,-0.13460329174995422,0.14646917581558228,0.021763715893030167,-0.25460365414619446,-0.4010794460773468,-6.736870288848877,19.806306838989258,106.21044158935547,-16.94,6.99,242.57,1.2137328386306763,33.86
841129.6282121453,1554,1.3361937999725342,1500,1500,1497,-0.17769315838813782,0.22532372176647186,0.043843742460012436,-0.007593406829982996,-0.08504103124141693,-8.606454849243164,19.15731430053711,105.79515838623047,-18.01,8.46,242.52,1.0652389526367188,33.86
841229.6282121453,1578,1.279394507408142,1500,1500,1497,-0.19080699980258942,0.1543882042169571,0.00738411583006382,0.15608882904052734,-0.07807551324367523,-10.183677673339844,19.133098602294922,106.02143859863281,-18.76,9.21,242.38,1.0582901239395142,33.86
841329.6282121453,1570,1.0247039794921875,1500,1500,1497,-0.09382789582014084,0.053213875740766525,-0.05696139484643936,0.515766441822052,0.10637357085943222,-15.567000389099121,19.48720359802246,105.78984069824219,-19.34,9.44,241.99,1.038299560546875,33.86
841429.6282121453,1629,1.2436431646347046,1500,1500,1497,-0.0041341413743793964,-0.0878862738609314,-0.13019375503063202,-0.09140954911708832,0.1489003747701645,-11.251607894897461,19.987123489379883,106.3781509399414,-19.45,8.91,241.57,1.007080078125,33.86
841529.6282121453,1651,1.1550201177597046,1500,1500,1497,-0.094062939286232,-0.11987099051475525,-0.21322791278362274,0.10051164031028748,0.060637302696704865,-12.63483715057373,20.126876831054688,106.513916015625,-20.24,7.65,240.53,0.9950957894325256,33.86
841629.6282121453,1709,1.2526061534881592,1500,1500,1497,-0.09457170218229294,-0.3481256663799286,-0.25487372279167175,-0.20659910142421722,0.26234379410743713,-8.479254722595215,20.45689582824707,107.03567504882812,-20.73,5.86,239.94,1.00506591796875,33.86
841729.6282121453,1780,1.51862633228302,1500,1500,1497,0.06699272990226746,-0.5525168180465698,-0.24973948299884796,-0.28321194648742676,0.13566996157169342,-3.8111305236816406,20.78866195678711,107.85558319091797,-20.51,1.93,239.46,1.0030517578125,33.86
841829.6282121453,1817,1.4303054809570312,1500,1500,1497,-0.025551198050379753,-0.7065019011497498,-0.22514022886753082,-0.14548584818840027,0.6250978112220764,-1.7529391050338745,21.38883399963379,108.52642059326172,-20.76,-1.35,239.47,0.9998794198036194,33.85
841929.6282121453,1809,1.68177330493927,1500,1500,1497,0.374137818813324,-0.822274923324585,-0.21772310137748718,-0.22367161512374878,0.5599372386932373,3.461106538772583,21.45561981201172,109.24783325195312,-18.6,-7.12,239.8,1.0250564813613892,33.85
842029.6282121453,1800,1.5896254777908325,1500,1500,1499,0.5007926225662231,-0.7032132744789124,-0.20106786489486694,-0.0697031244635582,0.6295065879821777,2.5476465225219727,20.323932647705078,109.04285430908203,-16.38,-10.57,239.8,1.018107533454895,33.86
842129.6282121453,1770,1.5338836908340454,1500,1500,1499,0.9904360771179199,-0.7557421922683716,-0.16322003304958344,-0.07846707105636597,0.35182344913482666,-1.211577296257019,19.609100341796875,108.31611633300781,-10.1,-15.88,239.59,0.9934341311454773,33.86
842229.6282121453,1761,1.5521117448806763,1500,1500,1499,0.32068803906440735,-0.6940905451774597,-0.23059053719043732,-0.10497082769870758,0.8367335796356201,0.3694114685058594,20.547439575195312,108.21229553222656,-8.35,-19.19,238.95,0.8902084231376648,33.86
842329.6282121453,1753,1.5288985967636108,1500,1500,1499,-0.21698398888111115,-0.5578176975250244,-0.3767547607421875,-0.16758419573307037,0.9387508034706116,1.6433377265930176,20.475305557250977,108.19632720947266,-8.52,-23.41,236.84,0.8545578122138977,33.86
842429.6282121453,1730,1.5334304571151733,1500,1500,1499,-0.181838721036911,-0.47277024388313293,-0.4422348737716675,-0.28533321619033813,0.07952914386987686,-1.157482624053955,20.75014305114746,107.3018798828125,-8.49,-25.82,234.97,1.0030517578125,33.86
842529.6282121453,1720,1.5551329851150513,1500,1500,1499,-0.09140989184379578,-0.4493753910064697,-0.3507022261619568,-0.3827453851699829,-0.4561719000339508,-1.7870876789093018,20.717050552368164,106.4473648071289,-8.19,-29.21,232.66,1.1301451921463013,33.86
842629.6282121453,1712,1.5830291509628296,1500,1500,1499,-0.46729519963264465,-0.39332717657089233,-0.22258812189102173,-0.42304787039756775,-0.9452365636825562,-0.5078288912773132,21.273784637451172,105.92028045654297,-9.65,-31.2,231.75,1.3395172357559204,33.86
842729.6282121453,1688,1.641087293624878,1500,1500,1499,-0.2684740424156189,-0.3867218494415283,-0.01805204339325428,-0.5259174704551697,-0.26707619428634644,1.6253670454025269,21.913816452026367,105.4464340209961,-11.99,-33.78,231.93,1.243693470954895,33.86
842829.6282121453,1641,1.559513807296753,1500,1500,1499,-0.44847461581230164,-0.15629783272743225,0.08888763934373856,-0.6315638422966003,-0.7400232553482056,0.02220778539776802,21.90662956237793,104.74365234375,-14.4,-34.47,232.6,1.3386611938476562,33.85
842929.6282121453,1596,1.5409835577011108,1500,1500,1499,-0.4979182183742523,0.040546197444200516,0.21754634380340576,-0.8407047986984253,-0.9825375080108643,-2.530352830886841,21.663541793823242,103.4552230834961,-18.72,-34.01,234.32,1.3511489629745483,33.85
843029.6282121453,1525,1.4479293823242188,1500,1500,1497,-0.5435852408409119,0.2923937737941742,0.2777549624443054,-0.7686675786972046,-0.0853649154305458,-5.965960502624512,21.789926528930664,101.36552429199219,-21.75,-32.46,235.36,1.22254478931427,33.85
843129.6282121453,1524,1.2678130865097046,1500,1500,1499,-0.20756866037845612,0.370121568441391,0.2444736510515213,-0.792641282081604,0.1337020993232727,-11.62724494934082,22.045623779296875,99.656494140625,-24.03,-29.51,236.2,1.1014938354492188,33.86
843229.6282121453,1500,1.3671112060546875,1500,1500,1500,-0.07261167466640472,0.33083710074424744,0.1171015128493309,-0.8215247392654419,0.8718653321266174,-10.342924118041992,22.87158966064453,98.83392333984375,-24.38,-27.83,236.17,0.9422744512557983,33.86
843329.6282121453,1449,1.2136825323104858,1500,1500,1500,0.2161673754453659,0.5033252239227295,-0.04358341172337532,-0.6061040163040161,0.5384687781333923,-15.4764404296875,22.987089157104492,97.31655883789062,-22.4,-24.97,234.67,0.881396472454071,33.85
843429.6282121453,1429,1.2092514038085938,1500,1500,1500,0.24503569304943085,0.5303419232368469,-0.22228074073791504,-0.7847137451171875,0.24937936663627625,-17.655000686645508,24.226516723632812,95.63681030273438,-20.63,-23.06,232.88,0.9427779912948608,33.85
843529.6282121453,1423,1.0710296630859375,1500,1500,1500,0.28812694549560547,0.5867387056350708,-0.3169352412223816,-0.5872675180435181,0.08633814752101898,-23.142894744873047,24.736417770385742,94.53205871582031,-18.04,-19.99,229.5,1.0186614990234375,33.85
843629.6282121453,1408,1.1737014055252075,1500,1500,1500,0.18515996634960175,0.5243508219718933,-0.32337290048599243,-0.7416213154792786,-0.17253518104553223,-21.069223403930664,24.55047607421875,93.66157531738281,-16.54,-18.06,227.35,1.0162445306777954,33.85
843729.6282121453,1388,1.1189162731170654,1500,1500,1499,0.11431451141834259,0.6102982759475708,-0.3134799599647522,-0.6407586932182312,-0.8490229249000549,-22.238204956054688,24.41619873046875,92.70855712890625,-14.83,-14.54,224.19,1.0797911882400513,33.85
843829.6282121453,1368,1.1815567016601562,1500,1500,1499,-0.07161571830511093,0.7115485668182373,-0.25415119528770447,-0.6856296062469482,-0.9874480962753296,-22.07311248779297,24.26964569091797,91.91527557373047,-14.67,-11.68,222.33,1.1203261613845825,33.85
843929.6282121453,1361,1.0997817516326904,1500,1500,1499,-0.12755881249904633,0.7494471073150635,-0.1664961874485016,-0.265167236328125,-1.559120774269104,-25.51649284362793,24.128101348876953,91.32695770263672,-15.34,-6.94,220.02,1.2124236822128296,33.85
844029.6282121453,1368,1.1533584594726562,1500,1500,1497,-0.3393036425113678,0.7052193284034729,-0.06764330714941025,-0.16540315747261047,-1.839215636253357,-24.910688400268555,23.64168357849121,90.66943359375,-16.62,-3.85,218.94,1.2711364030838013,33.85
844129.6282121453,1369,1.076115369796753,1500,1500,1497,-0.2222665697336197,0.6752148270606995,0.04253566265106201,-0.3308592438697815,-0.7954453229904175,-24.541051864624023,23.686758041381836,90.50704956054688,-18.24,0.61,217.94,1.1908721923828125,33.85
844229.6282121453,1377,1.036688208580017,1500,1500,1497,0.11060331016778946,0.6103659272193909,0.06171104684472084,0.1167028620839119,-0.5879150629043579,-27.855422973632812,24.46588134765625,90.45381164550781,-17.93,3.45,217.44,1.106378197669983,33.85
844329.6282121453,1377,1.0788848400115967,1500,1500,1497,0.04317015781998634,0.6548397541046143,-0.003282298566773534,-0.10506054759025574,-0.3335781991481781,-25.540740966796875,23.838603973388672,90.39791107177734,-17.86,7.65,216.3,1.069065809249878,33.85
844429.6282121453,1376,1.098321557044983,1500,1500,1497,-0.008413147181272507,0.6701450943946838,-0.06064857915043831,-0.21031343936920166,-0.02077096700668335,-23.56841278076172,23.526777267456055,90.64281463623047,-18.23,10.54,215.17,1.0508880615234375,33.85
844529.6282121453,1377,1.0524489879608154,1500,1500,1499,0.13718576729297638,0.6739269495010376,-0.09087776392698288,0.2689961791038513,-0.09176221489906311,-24.469242095947266,22.77996063232422,90.74397277832031,-17.86,14.79,213.26,1.0007354021072388,33.85
844629.6282121453,1392,1.12591552734375,1500,1500,1499,-0.05146988481283188,0.5768705010414124,-0.18138481676578522,-0.030207956209778786,-0.3919960558414459,-21.722692489624023,22.333045959472656,91.12730407714844,-18.46,17.11,211.73,1.0167983770370483,33.85
844729.6282121453,1395,1.2213363647460938,1500,1500,1499,-0.06606654077768326,0.6269537806510925,-0.21617655456066132,-0.0031040506437420845,-0.034552376717329025,-18.6827449798584,22.131568908691406,92.27996826171875,-20.02,20.72,208.89,0.9519424438476562,33.85
844829.6282121453,1419,1.1119171380996704,1500,1500,1499,-0.1493205726146698,0.6163554191589355,-0.2892715632915497,0.3025300204753876,-0.09766513109207153,-19.413494110107422,21.220529556274414,92.29328155517578,-21.72,22.97,206.6,0.9799392819404602,33.85
844929.6282121453,1485,1.0684112310409546,1500,1500,1500,-0.34915128350257874,0.4780423641204834,-0.28967776894569397,0.40114834904670715,-0.5772401690483093,-19.185611724853516,20.491239547729492,93.34745025634766,-25.22,25.28,203.25,1.086639404296875,33.85
845029.6282121453,1523,1.1743056774139404,1500,1500,1500,-0.1944243609905243,0.23718298971652985,-0.24359512329101562,0.17315608263015747,-0.3035939931869507,-14.069828033447266,20.237646102905273,94.41226959228516,-26.92,25.86,201.62,1.0333648920059204,33.85
845129.6282121453,1523,1.2069350481033325,1500,1500,1499,0.1499217301607132,0.17412592470645905,-0.20612832903862,0.12009546160697937,0.3339253067970276,-12.193852424621582,20.046581268310547,95.19490814208984,-27.26,26.29,199.59,0.966796875,33.85
845229.6282121453,1571,1.1737518310546875,1500,1500,1497,0.3236774504184723,0.10381505638360977,-0.2542637884616852,0.3233538568019867,0.6125888228416443,-12.417898178100586,19.455078125,95.7965316772461,-26.47,26.26,198.21,0.8927261233329773,33.85
845329.6282121453,1657,1.2140350341796875,1500,1500,1497,0.48804619908332825,-0.06533858925104141,-0.3291909098625183,0.302679181098938,0.6293069124221802,-10.676119804382324,19.46555519104004,96.7229232788086,-24.06,24.98,196.05,0.8140228390693665,33.85
845429.6282121453,1739,1.335790991783142,1500,1500,1497,0.3322427570819855,-0.3382726311683655,-0.44135791063308716,0.11639496684074402,0.7745789885520935,-6.514306545257568,19.782291412353516,97.98738861083984,-23.02,22.89,194.6,0.8335098028182983,33.85
845529.6282121453,1772,1.5751739740371704,1500,1500,1497,0.2638281285762787,-0.5509204864501953,-0.5237415432929993,0.14403879642486572,1.0935882329940796,-1.7016040086746216,19.5699520111084,99.14537811279297,-22.18,18.23,192.39,0.835070788860321,33.85
845629.6282121453,1832,1.5044769048690796,1500,1500,1497,-0.08010733872652054,-0.6441724896430969,-0.5850910544395447,0.0624677874147892,0.4504672586917877,-0.20480990409851074,19.119110107421875,100.50834655761719,-22.78,14.54,190.85,1.0285308361053467,33.84
845729.6282121453,1841,1.694311499595642,1500,1500,1497,-0.0964154452085495,-0.7789953351020813,-0.5208969116210938,0.18417981266975403,0.3397519290447235,3.749610424041748,18.06257438659668,101.10464477539062,-23.79,8.46,189.29,1.029840111732483,33.85
845829.6282121453,1840,1.6562942266464233,1500,1500,1497,-0.6686812043190002,-0.6905367970466614,-0.4626794755458832,0.20601916313171387,-0.42241421341896057,1.4602588415145874,18.774574279785156,100.84376525878906,-26.62,4.72,188.57,1.1222397089004517,33.85
845929.6282121453,1840,1.5302077531814575,1500,1500,1497,-0.9377264380455017,-0.8452816605567932,-0.3560020327568054,0.008440615609288216,-1.331067681312561,2.5047032833099365,19.18821144104004,101.40811920166016,-33.07,-1.28,189.03,1.4776382446289062,33.84
846029.6282121453,1831,1.6039763689041138,1500,1500,1497,-0.6380113959312439,-0.8335328698158264,-0.034424394369125366,0.2441767454147339,-0.6233167052268982,4.415184497833252,18.882139205932617,101.89260864257812,-36.04,-4.58,190.88,1.4313628673553467,33.85
846129.6282121453,1831,1.7600234746932983,1500,1500,1497,-0.3389504551887512,-0.7329766154289246,0.07723337411880493,0.03370102122426033,-0.2296057939529419,3.4146406650543213,18.763792037963867,101.6583480834961,-38.55,-8.52,194.29,1.1351805925369263,33.84
846229.6282121453,1829,1.735148549079895,1500,1500,1497,-0.3195068836212158,-0.7068387269973755,0.07815127819776535,-0.011323836632072926,0.03215375915169716,4.545092582702637,19.76225471496582,101.85800170898438,-40.26,-10.91,196.61,1.130950927734375,33.84
846329.6282121453,1829,1.8812758922576904,1500,1500,1497,-0.755772590637207,-0.6398049592971802,0.04486868530511856,0.21252474188804626,0.8556053638458252,7.577531814575195,20.367389678955078,102.54747009277344,-45.49,-13.99,199.84,1.019718885421753,33.84
846429.6282121453,1828,1.6677749156951904,1500,1500,1497,-0.5602350234985352,-0.4193728566169739,-0.05025044456124306,0.14047741889953613,1.6137796640396118,6.944624900817871,19.478099822998047,102.38508605957031,-48.45,-15.48,201.18,0.7528930306434631,33.84
846529.6282121453,1797,1.64959716796875,1500,1500,1497,-0.18869423866271973,-0.36605262756347656,-0.23753085732460022,0.11439637094736099,1.3130512237548828,3.248394727706909,19.45085906982422,100.74260711669922,-50.21,-18.32,202.1,0.7640212774276733,33.84
846629.6282121453,1693,1.6060409545898438,1500,1500,1497,0.22093378007411957,-0.42960748076438904,-0.3758848309516907,0.16367679834365845,1.7229270935058594,3.9521076679229736,19.66498565673828,99.77894592285156,-49.74,-20.86,202.44,0.7832565307617188,33.84
846729.6282121453,1579,1.5493927001953125,1500,1500,1499,0.048470303416252136,-0.09492513537406921,-0.5167434811592102,0.023846710100769997,0.8746519088745117,1.0256699323654175,19.81020736694336,98.40533447265625,-48.35,-24.04,200.72,0.8869354128837585,33.84
846829.6282121453,1500,1.376275658607483,1500,1500,1500,-0.03525270149111748,0.3337520658969879,-0.5650780200958252,-0.29499194025993347,0.15925854444503784,-6.690835952758789,20.08759307861328,96.80810546875,-47.44,-24.95,197.73,0.9880462288856506,33.84
846929.6282121453,1392,1.2220412492752075,1500,1500,1500,-0.2809229791164398,0.5539847016334534,-0.5335938334465027,-0.2782989740371704,-0.07201352715492249,-12.984354972839355,20.588930130004883,95.28541564941406,-46.65,-24.96,192.2,1.0917251110076904,33.84
847029.6282121453,1337,1.2047195434570312,1500,1500,1500,0.041432637721300125,0.7071864604949951,-0.4355723261833191,-0.03922433406114578,-0.32339558005332947,-16.385330200195312,20.79215431213379,93.5311279296875,-45.04,-24.1,188.3,1.0873947143554688,33.84
847129.6282121453,1322,1.2103592157363892,1500,1500,1500,0.13823512196540833,0.8420541286468506,-0.3595483601093292,0.1570727378129959,-0.3369409143924713,-18.739015579223633,20.976449966430664,92.53020477294922,-41.98,-21.6,182.23,1.0415221452713013,33.84
847229.6282121453,1292,0.9255569577217102,1500,1500,1500,-0.05955827236175537,0.8782808184623718,-0.36323437094688416,0.7813982367515564,-0.3700045645236969,-23.69417953491211,20.943159103393555,91.36156463623047,-41.05,-19.6,178.18,1.0461547374725342,33.84
847329.6282121453,1285,1.1367919445037842,1500,1500,1499,0.21784988045692444,0.7454255819320679,-0.317489355802536,-0.06391654908657074,-0.3649221956729889,-18.94453239440918,21.837060928344727,90.54698181152344,-38.25,-16.65,172.85,1.0037063360214233,33.84
847429.6282121453,1306,0.9679046273231506,1500,1500,1499,-0.15540844202041626,0.9448305368423462,-0.35429513454437256,0.7784570455551147,-1.160193920135498,-26.07001495361328,21.436656951904297,89.59130859375,-37.61,-14.09,168.94,1.127325415611267,33.84
847529.6282121453,1366,1.0547149181365967,1500,1500,1499,-0.24395816028118134,0.7378816604614258,-0.27041491866111755,0.6176057457923889,-0.7227475047111511,-24.381139755249023,21.421218872070312,89.00033569335938,-38.14,-10.94,164.22,1.108190894126892,33.84
847629.6282121453,1468,1.1287353038787842,1500,1500,1500,-0.30362194776535034,0.4794113039970398,-0.24394267797470093,-0.002095916075631976,-0.6167607307434082,-19.868972778320312,22.269025802612305,88.87788391113281,-39.01,-9.75,161.97,1.1305984258651733,33.84
847729.6282121453,1520,1.0723388195037842,1500,1500,1500,0.03202385455369949,0.26152846217155457,-0.17979684472084045,-0.12246312946081161,-0.11721915006637573,-19.69743537902832,22.386741638183594,88.29489135742188,-38.88,-8.94,159.7,1.0725905895233154,33.84
847829.6282121453,1523,1.2149916887283325,1500,1500,1500,0.008277956396341324,0.17319554090499878,-0.22497758269309998,-0.2655719220638275,-0.03741941973567009,-17.08193016052246,22.54887580871582,88.03933715820312,-38.68,-8.88,158.41,0.9985702633857727,33.84
847929.6282121453,1523,1.188757300376892,1500,1500,1500,-0.1477004885673523,0.22364118695259094,-0.30557262897491455,-0.21611711382865906,0.11135430634021759,-17.43749237060547,22.240989685058594,87.5974349975586,-39.18,-8.9,155.84,1.0184097290039062,33.84
848029.6282121453,1523,1.0951491594314575,1500,1500,1500,-0.31496062874794006,0.22290997207164764,-0.3422831892967224,-0.03948599472641945,-0.38231128454208374,-18.390975952148438,22.42352867126465,86.91329193115234,-40.14,-9.07,154.03,1.0026992559432983,33.84
848129.6282121453,1523,1.2138839960098267,1500,1500,1500,-0.41528603434562683,0.22035092115402222,-0.3452806770801544,-0.3988513648509979,-0.21404489874839783,-15.75971794128418,22.50337791442871,86.8653793334961,-42.09,-9.42,151.29,1.0538588762283325,33.84
848229.6282121453,1523,1.2757689952850342,1500,1500,1500,-0.20969480276107788,0.24552032351493835,-0.3085719645023346,-0.5760477781295776,-0.2593030631542206,-14.948159217834473,22.799560546875,86.7269515991211,-42.83,-9.49,149.47,1.0444930791854858,33.84
848329.6282121453,1523,1.287652611732483,1500,1500,1500,-0.11270852386951447,0.3008188009262085,-0.297618567943573,-0.7600895166397095,-0.03966260701417923,-13.136528015136719,22.585247039794922,86.47139739990234,-43.18,-9.33,146.59,1.0327606201171875,33.84
848429.6282121453,1523,1.216099500656128,1500,1500,1500,-0.027665136381983757,0.32970789074897766,-0.29374203085899353,-0.5870211720466614,0.3350375294685364,-14.436810493469238,23.10004425048828,85.83516693115234,-43.16,-9.09,144.56,1.0157912969589233,33.84
848529.6282121453,1523,1.3930938243865967,1500,1500,1500,0.0743371993303299,0.2765003740787506,-0.3179165720939636,-0.8933408260345459,0.1854042410850525,-11.367448806762695,23.193359375,85.7340087890625,-42.01,-8.94,141.61,0.996807873249054,33.84
848629.6282121453,1523,1.4026107788085938,1500,1500,1500,0.013731073588132858,0.37956249713897705,-0.3478948175907135,-1.012162446975708,-0.1311904788017273,-11.225263595581055,23.61981773376465,85.68875122070312,-41.53,-8.65,139.28,1.1028029918670654,33.83
848729.6282121453,1523,1.3828216791152954,1500,1500,1500,0.0855393335223198,0.38359788060188293,-0.2950607240200043,-1.0224595069885254,0.14938031136989594,-11.34537410736084,24.288301467895508,85.40924072265625,-40.77,-7.95,135.99,1.030847191810608,33.84
848829.6282121453,1523,1.3402221202850342,1500,1500,1500,-0.06253863871097565,0.42812877893447876,-0.2813510596752167,-1.0078669786453247,-0.06578023731708527,-13.076306343078613,24.128320693969727,84.63990783691406,-40.7,-7.28,133.79,1.0119140148162842,33.84
848929.6282121453,1523,1.1632277965545654,1500,1500,1500,-0.0843314677476883,0.3691551089286804,-0.25883087515830994,-0.6435667276382446,0.044979359954595566,-16.32275390625,23.533288955688477,83.90784454345703,-40.69,-6.34,130.75,0.9966064095497131,33.83
849029.6282121453,1523,1.2595046758651733,1500,1500,1500,0.187981516122818,0.3003510534763336,-0.24941159784793854,-0.7401612997055054,-0.024559766054153442,-14.068504333496094,23.816303253173828,83.89720153808594,-39.66,-5.98,129,1.054362416267395,33.84
849129.6282121453,1523,1.3955612182617188,1500,1500,1500,0.21776629984378815,0.2953133285045624,-0.23885031044483185,-0.9917908310890198,0.20915505290031433,-11.055551528930664,24.051965713500977,84.2991714477539,-38.24,-5.3,126.35,0.9561218023300171,33.84
849229.6282121453,1523,1.2061294317245483,1500,1500,1500,0.010204384103417397,0.373634934425354,-0.30662304162979126,-0.5554385185241699,0.41729453206062317,-16.381019592285156,23.767732620239258,83.22636413574219,-37.85,-4.75,124.26,0.9280746579170227,33.84
849329.6282121453,1523,1.1222397089004517,1500,1500,1500,-0.014325634576380253,0.2920050024986267,-0.39172035455703735,-0.3675849139690399,0.3184323012828827,-18.981496810913086,23.678035736083984,82.96814727783203,-37.85,-4.66,120.93,0.9369872808456421,33.84
849429.6282121453,1523,1.1846786737442017,1500,1500,1500,-0.07850807160139084,0.2551453113555908,-0.4421624541282654,-0.7241032123565674,0.365934818983078,-14.577119827270508,23.87074089050293,82.92288970947266,-38.04,-4.94,118.61,0.9311965703964233,33.83
849529.6282121453,1523,1.223602294921875,1500,1500,1500,-0.2896954119205475,0.3401336073875427,-0.49323928356170654,-0.6969572305679321,-0.017828872427344322,-14.724299430847168,23.502866744995117,82.41178131103516,-39.87,-5.2,114.6,0.9564239382743835,33.83
849629.6282121453,1523,1.2643890380859375,1500,1500,1500,-0.6688981652259827,0.34828490018844604,-0.4975540339946747,-0.6305907964706421,0.06024600937962532,-14.974024772644043,23.50558853149414,82.07902526855469,-42.61,-5.38,111.83,0.9981673955917358,33.84
849729.6282121453,1523,1.1591994762420654,1500,1500,1500,-0.4297123849391937,0.32109659910202026,-0.4203356206417084,-0.3240543603897095,-0.26204681396484375,-16.31018829345703,23.06867790222168,82.02312469482422,-45.52,-5.72,108.19,1.0202224254608154,33.84
849829.6282121453,1523,1.3040679693222046,1500,1500,1500,-0.08925741910934448,0.2429821938276291,-0.33680883049964905,-0.6794562935829163,0.31772011518478394,-12.127791404724121,22.802867889404297,82.0311050415039,-45.89,-5.96,106.27,0.9640274047851562,33.83
